ID,Population,FHBD,FasMetaPop,FasPop,FasPopUnrelated,FPED
M014948,CH,0.00434288666728414,-0.0351929792670737,0.00509839661332762,-0.0470926275456879,0
M017312,CH,0.036741963344625,0.0946430860729437,0.129916447850084,NA,0
M022090,CH,0.0379113749765662,0.0576713410287955,0.0940926843868091,NA,0
M022098,CH,0.0360656523716763,0.0767781506283908,0.113110027851258,NA,0
M022100,CH,0.0538785254014566,0.0688650378152746,0.105148208028949,NA,0
M022113,CH,0.0510315373358157,0.073969913825064,0.110006698855825,NA,0
M022117,CH,0.0513086972260262,0.0223612281548007,0.0605570949899678,NA,0
M022121,CH,0.0450028278427217,0.019707587917613,0.0580055006407068,0.00869054692165344,0
M022135,CH,0.0458888634984003,0.0634419108702971,0.0997408165915492,NA,0
M022154,CH,0.00299809458163616,0.0123035846501826,0.0508985672842457,NA,0
M022155,CH,0.0416504947923776,0.0507967326078595,0.0879345033703245,NA,0
M022174,CH,0.0061477091906035,-0.0105623306630878,0.0288340021043289,NA,0
M022177,CH,0.0491139665989172,0.0824960262387217,0.118178648373683,NA,0
M022186,CH,0.0517894649280843,0.0476417949898006,0.0847403716642966,NA,0
M022193,CH,0.0378257585922033,0.0512787320684046,0.0881468208521059,0.04036601241626,0
M022383,CH,0.0580964984719617,0.0243456893122393,0.0623880013887904,0.0132491655910604,0
M022581,CH,0.0268329374998053,0.0187057493318884,0.0568165318459574,0.00728925478043635,0
M022647,CH,0.0425663703777435,0.0940115869306496,0.129314270629884,0.0837847636063749,0
M022662,CH,0.0480370501179109,0.021292135490082,0.0595035565055759,0.0101975866742734,0
M022673,CH,0.0610225702196365,0.0905581050288488,0.125915173473419,NA,0
M022674,CH,0.00520031494048344,-0.0219315759809486,0.0176052780341265,NA,0
M022680,CH,0.00222560146995571,-0.0166667326416287,0.0228955080431913,-0.0283677068641665,0
M022694,CH,0.0427009999150824,0.0558241709257372,0.0927807577188886,NA,0
M022855,CH,0.0593202093841506,0.0951218245399646,0.130276138295373,NA,0
M022861,CH,0.0383707512631483,0.0728085219091023,0.109116864666724,NA,0
M022865,CH,0.0365612393895179,0.0604594219084262,0.0972811731120695,NA,0
M022866,CH,0.0528073755183907,0.0791902088970797,0.114943131169227,NA,0
M022875,CH,0.00500488379500133,-0.0188204526499784,0.0207852629357994,NA,0
M022891,CH,0.0357769874305362,0.0935074467758397,0.129018952897131,NA,0
M026047,CH,0.0500190276905691,0.0226735419821221,0.0608099308517701,NA,0
M026075,CH,0.0302314753014954,0.0286974174372034,0.0664245624336063,NA,0
M026198,CH,0.0514379788817653,0.101124067984901,0.135920828424659,NA,0
M026200,CH,0.0420778883557294,0.0683497920885385,0.104461713084392,NA,0
M026204,CH,0.041408526881066,0.0723348736298793,0.108291256352269,NA,0
M026251,CH,0.0517647427009313,0.0902373758223508,0.125875991402179,NA,0
M026260,CH,0.00919599547263365,-0.0254396592710679,0.0143851736659362,-0.0373341475820311,0
M026262,CH,0.0457679074761616,0.0384891181889828,0.0759630545729677,NA,0
M026265,CH,0.0525753109322075,0.0822798593293446,0.117963833234837,NA,0
M026271,CH,0.0512278951392421,0.0358173497939485,0.0734670454757102,NA,0
M026276,CH,0.00850630061261875,-0.00509227712364533,0.0340506084119849,NA,0
M026357,CH,0.0444970290481686,0.0792278267183871,0.114974068090082,NA,0
M026359,CH,0.0484507664754052,0.088615228704066,0.124042838527673,NA,0
M026360,CH,0.0449714615201881,0.0714978708668698,0.107437694633025,NA,0
M026451,CH,0.0478340798647024,0.0559373512460079,0.0929936011538074,NA,0
M026459,CH,0.0583950808974514,0.128164859795269,0.162281301295735,NA,0
M026478,CH,0.00378147450710434,0.00201019880269458,0.0409206533064842,NA,0
M026583,CH,0.042208039433042,0.106944695880182,0.142277700821271,0.097600904320059,0
M026603,CH,0.0351222212323891,0.044499560565905,0.0816804094163645,NA,0
M026604,CH,0.0371751972274272,0.0455502114005339,0.0827238100788235,NA,0
M026605,CH,0.0528250389934921,0.0936881788493004,0.128984310503327,NA,0
M026606,CH,0.0447916948105106,0.0367849305334161,0.0743639085446691,NA,0
M026607,CH,0.0509122216682254,0.0868853686210456,0.122428737991324,NA,0
M026611,CH,0.0519833434173149,0.0984878203442625,0.133398277373723,NA,0
M026612,CH,0.0441630770725706,0.0611216169326475,0.0975167485267752,NA,0
M026629,CH,0.0480105283612969,0.0759846172871673,0.112260003027815,NA,0
M026825,CH,0.0465922172221562,0.0892631198158398,0.124645499994008,NA,0
M026832,CH,0.0451842655265098,0.110194168421774,0.144829462780348,NA,0
M026960,CH,0.055537704277929,0.0862572976897804,0.122157728738328,NA,0
M026961,CH,0.045911074042915,0.061961764316612,0.0987238687797913,NA,0
M026962,CH,0.0419529859459622,0.0807491659469059,0.116914210546256,NA,0
M026963,CH,0.049891229613029,0.0737896044578194,0.110158687531335,NA,0
M026964,CH,0.0332822941842332,0.0817661871544981,0.117977615880565,NA,0
M026985,CH,0.00324671033834259,-0.0117163007031721,0.0276244498585215,NA,0
M026986,CH,0.0452228706841374,0.0719385559837591,0.108374253163025,NA,0
M027889,CH,0.00506793705431413,-0.0330549335038281,0.00714377950610226,-0.0449438873346022,0
M027954,CH,0.0439874473886653,0.0360551282623158,0.073578724654894,NA,0
M027970,CH,0.0378625035929944,0.0834406330788732,0.11953575642091,NA,0
M028838,CH,0.0051561521506433,-0.0372656930615552,0.00307020120801419,-0.0492362187275756,0
